Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"James White","2001-02","Florida","SEC","30","615","4.6","11.0","0.420","3.3","6.5","0.510","1.3","4.5","0.290","1.3","2.6","0.500","5.6","3.3","1.8","1.1",NULL,NULL,"11.8","-0.2"
"James White","2003-04","Cincinnati","CUSA","27","677","4.2","10.9","0.384","3.3","7.2","0.459","0.9","3.7","0.238","3.4","4.2","0.803","6.4","5.7","1.4","1.1",NULL,NULL,"12.6","-0.2"
"James White","2004-05","Cincinnati","CUSA","33","940","4.6","10.5","0.443","3.1","6.5","0.480","1.5","4.0","0.383","3.5","4.4","0.798","6.7","4.3","1.3","0.5",NULL,NULL,"14.3","-0.2"
"James White","2005-06","Cincinnati","Big East","33","1104","6.4","13.2","0.488","4.6","8.4","0.552","1.8","4.7","0.374","4.9","5.8","0.838","6.1","2.4","1.3","1.0",NULL,NULL,"19.5","-0.2"
"Steve Novak","2002-03","Marquette","CUSA","33","512","5.2","10.4","0.504","0.9","1.9","0.500","4.3","8.5","0.505","2.4","2.6","0.939","5.5","1.3","0.5","0.0",NULL,NULL,"17.2","1.6"
"Steve Novak","2003-04","Marquette","CUSA","31","916","5.2","12.7","0.407","1.3","3.6","0.349","3.9","9.0","0.430","2.7","3.0","0.912","6.2","1.7","1.0","0.1",NULL,NULL,"16.9","1.6"
"Steve Novak","2004-05","Marquette","CUSA","31","926","5.5","12.0","0.457","1.6","3.7","0.447","3.8","8.3","0.461","3.3","3.6","0.905","5.5","1.2","0.7","0.1",NULL,NULL,"18.1","1.6"
"Steve Novak","2005-06","Marquette","Big East","31","1047","6.6","13.9","0.477","2.0","4.0","0.500","4.6","9.9","0.467","2.8","2.9","0.974","7.0","1.5","0.7","0.2",NULL,NULL,"20.7","1.6"
"Solomon Jones","2004-05","South Florida","CUSA","30","782","3.9","7.2","0.546","3.9","7.2","0.546","0.0","0.0",NULL,"2.3","4.1","0.550","9.5","1.1","0.7","3.3",NULL,NULL,"10.1","-0.7"
"Solomon Jones","2005-06","South Florida","Big East","29","1056","5.3","10.9","0.484","5.3","10.8","0.488","0.0","0.1","0.000","4.0","5.1","0.778","10.8","1.5","0.9","3.4",NULL,NULL,"14.5","-0.7"
"Paul Davis","2002-03","Michigan State","Big Ten","35","623","5.7","12.9","0.438","5.6","12.5","0.446","0.1","0.4","0.167","6.2","9.4","0.660","10.6","1.0","2.1","1.2",NULL,NULL,"17.6","-0.5"
"Paul Davis","2003-04","Michigan State","Big Ten","30","847","7.7","13.6","0.568","7.5","12.8","0.581","0.2","0.7","0.333","6.8","8.5","0.799","8.8","2.8","2.1","0.9",NULL,NULL,"22.4","-0.5"
"Paul Davis","2004-05","Michigan State","Big Ten","32","861","7.3","13.5","0.541","7.2","13.1","0.553","0.0","0.4","0.125","3.6","5.3","0.670","11.9","2.3","1.6","0.9",NULL,NULL,"18.2","-0.5"
"Paul Davis","2005-06","Michigan State","Big Ten","33","1018","8.1","14.3","0.566","7.9","13.6","0.580","0.2","0.7","0.316","6.3","7.2","0.870","11.8","2.1","1.3","1.1",NULL,NULL,"22.7","-0.5"
"PJ Tucker","2003-04","Texas","Big 12","33","742","7.2","13.1","0.547","7.2","13.1","0.547","0.0","0.0",NULL,"4.1","6.3","0.650","12.1","1.5","1.6","0.3",NULL,NULL,"18.4","8.7"
"PJ Tucker","2004-05","Texas","Big 12","17","500","6.4","12.2","0.526","6.4","12.1","0.530","0.0","0.1","0.000","5.8","8.2","0.716","10.9","3.0","1.7","0.3",NULL,NULL,"18.6","8.7"
"PJ Tucker","2005-06","Texas","Big 12","37","1276","7.1","13.7","0.515","7.0","13.6","0.514","0.1","0.1","0.667","4.5","6.0","0.747","11.1","3.3","2.1","0.4",NULL,NULL,"18.6","8.7"
"Craig Smith","2002-03","Boston College","Big East","31","989","9.7","16.2","0.603","9.6","15.6","0.618","0.1","0.6","0.200","5.3","7.8","0.680","9.9","1.7","1.1","1.1",NULL,NULL,"25.0","0.9"
"Craig Smith","2003-04","Boston College","Big East","34","1117","8.4","15.2","0.553","8.2","14.5","0.562","0.3","0.7","0.368","3.5","6.2","0.572","10.1","1.6","1.8","1.1",NULL,NULL,"20.6","0.9"
"Craig Smith","2004-05","Boston College","Big East","29","1004","8.0","16.0","0.504","7.8","15.1","0.518","0.2","0.8","0.238","4.5","6.8","0.671","9.8","2.0","1.8","0.5",NULL,NULL,"20.8","0.9"
"Craig Smith","2005-06","Boston College","ACC","36","1305","7.4","13.0","0.573","7.4","12.6","0.587","0.0","0.4","0.083","4.5","7.0","0.643","10.4","3.3","1.3","0.9",NULL,NULL,"19.4","0.9"
"Bobby Jones","2002-03","Washington","Pac-10","27","514","3.7","9.3","0.403","3.4","7.7","0.444","0.3","1.6","0.200","4.1","5.4","0.768","8.6","2.2","1.6","0.9",NULL,NULL,"11.9","-0.3"
"Bobby Jones","2003-04","Washington","Pac-10","31","760","6.8","12.0","0.570","6.8","11.6","0.586","0.1","0.4","0.125","4.6","6.9","0.664","8.1","1.3","1.9","0.9",NULL,NULL,"18.3","-0.3"
"Bobby Jones","2004-05","Washington","Pac-10","34","865","6.2","12.1","0.510","4.7","9.2","0.510","1.4","2.8","0.508","3.9","5.8","0.680","8.8","2.6","1.7","0.6",NULL,NULL,"17.7","-0.3"
"Bobby Jones","2005-06","Washington","Pac-10","33","874","5.2","10.9","0.473","3.8","6.9","0.556","1.3","4.0","0.330","4.0","5.4","0.746","7.5","2.0","1.8","0.8",NULL,NULL,"15.7","-0.3"
"David Noel","2002-03","UNC","ACC","35","766","4.4","8.7","0.506","3.6","5.7","0.624","0.8","3.0","0.281","1.2","2.2","0.535","6.4","2.6","2.3","0.9",NULL,NULL,"10.8","-0.3"
"David Noel","2003-04","UNC","ACC","24","510","3.9","7.0","0.562","3.8","6.0","0.623","0.2","0.9","0.167","2.2","3.5","0.622","9.2","2.7","1.9","0.6",NULL,NULL,"10.2","-0.3"
"David Noel","2004-05","UNC","ACC","37","627","3.6","6.6","0.548","3.2","5.4","0.595","0.4","1.3","0.350","1.4","2.6","0.537","6.3","3.6","2.2","0.7",NULL,NULL,"9.1","-0.3"
"David Noel","2005-06","UNC","ACC","31","1045","6.0","11.4","0.532","4.6","7.8","0.580","1.5","3.5","0.424","1.7","2.8","0.625","8.1","4.1","1.3","0.9",NULL,NULL,"15.3","-0.3"
"James Augustine","2002-03","Illinois","Big Ten","32","697","5.4","9.3","0.580","5.1","8.5","0.601","0.3","0.8","0.357","1.8","2.6","0.711","10.7","1.4","1.1","1.5",NULL,NULL,"12.9","0.0"
"James Augustine","2003-04","Illinois","Big Ten","33","904","5.5","8.7","0.635","5.5","8.6","0.641","0.0","0.1","0.000","3.0","4.7","0.642","10.7","0.9","1.7","1.9",NULL,NULL,"14.1","0.0"
"James Augustine","2004-05","Illinois","Big Ten","39","1037","5.4","8.8","0.621","5.4","8.8","0.621","0.0","0.0",NULL,"4.2","5.7","0.748","11.4","1.7","1.4","1.8",NULL,NULL,"15.1","0.0"
"James Augustine","2005-06","Illinois","Big Ten","33","1079","6.5","10.3","0.624","6.4","10.3","0.625","0.0","0.1","0.500","3.7","5.6","0.651","11.1","2.2","1.7","0.9",NULL,NULL,"16.6","0.0"
"Daniel Gibson","2004-05","Texas","Big 12","31","1018","5.1","12.3","0.417","2.2","5.0","0.445","2.9","7.3","0.398","4.0","5.4","0.752","4.4","4.8","2.2","0.3",NULL,NULL,"17.2","2.3"
"Daniel Gibson","2005-06","Texas","Big 12","37","1228","5.3","13.1","0.405","2.0","4.4","0.456","3.3","8.7","0.380","2.2","3.1","0.726","4.3","3.8","1.6","0.4",NULL,NULL,"16.2","2.3"
"Alexander Johnson","2003-04","Florida State","ACC","33","687","6.0","10.9","0.551","6.0","10.8","0.554","0.0","0.1","0.000","6.2","9.1","0.675","8.0","1.6","1.6","1.2",NULL,NULL,"18.2","-0.7"
"Alexander Johnson","2004-05","Florida State","ACC","30","525","5.8","12.7","0.455","5.6","12.0","0.462","0.2","0.7","0.333","3.8","6.6","0.575","9.8","1.2","1.8","1.2",NULL,NULL,"15.6","-0.7"
"Alexander Johnson","2005-06","Florida State","ACC","29","723","7.0","13.0","0.540","6.5","11.4","0.573","0.5","1.6","0.310","6.6","9.4","0.706","12.0","1.2","1.7","1.7",NULL,NULL,"21.2","-0.7"
"Dee Brown","2002-03","Illinois","Big Ten","32","1090","5.2","12.0","0.434","3.3","6.3","0.529","1.9","5.7","0.329","1.8","2.6","0.681","4.4","5.8","2.1","0.0",NULL,NULL,"14.1","-0.4"
"Dee Brown","2003-04","Illinois","Big Ten","33","1153","5.6","13.5","0.411","3.1","6.4","0.484","2.5","7.1","0.346","1.7","2.5","0.671","4.3","5.1","1.8","0.1",NULL,NULL,"15.3","-0.4"
"Dee Brown","2004-05","Illinois","Big Ten","39","1272","5.6","11.3","0.499","2.5","4.1","0.611","3.1","7.2","0.434","1.9","2.5","0.772","3.3","5.6","2.2","0.1",NULL,NULL,"16.3","-0.4"
"Dee Brown","2005-06","Illinois","Big Ten","33","1183","5.3","14.8","0.359","2.7","6.6","0.407","2.6","8.2","0.321","2.6","3.5","0.757","3.4","6.5","1.8","0.0",NULL,NULL,"15.9","-0.4"
"Leon Powe","2003-04","University of California","Pac-10","27","804","7.1","14.5","0.488","7.1","14.4","0.490","0.0","0.0","0.000","6.2","10.2","0.610","12.7","0.9","0.9","0.8",NULL,NULL,"20.3","-0.2"
"Leon Powe","2005-06","University of California","Pac-10","27","953","7.5","15.1","0.496","7.3","14.7","0.500","0.1","0.4","0.333","8.1","11.3","0.719","11.5","1.6","1.0","0.6",NULL,NULL,"23.2","-0.2"
"Ryan Hollins","2002-03","UCLA","Pac-10","24","401","3.8","6.4","0.594","3.8","6.4","0.594","0.0","0.0",NULL,"2.8","5.7","0.491","8.5","0.5","0.6","2.1",NULL,NULL,"10.4","-1.0"
"Ryan Hollins","2003-04","UCLA","Pac-10","28","711","3.6","6.6","0.547","3.6","6.6","0.547","0.0","0.0",NULL,"3.0","5.2","0.581","6.7","0.8","0.7","1.6",NULL,NULL,"10.2","-1.0"
"Ryan Hollins","2004-05","UCLA","Pac-10","28","460","3.5","6.6","0.526","3.4","6.5","0.520","0.1","0.1","1.000","3.8","5.7","0.677","8.2","0.9","0.0","2.0",NULL,NULL,"10.9","-1.0"
"Ryan Hollins","2005-06","UCLA","Pac-10","33","710","4.7","7.5","0.619","4.7","7.5","0.619","0.0","0.0",NULL,"3.7","6.1","0.602","8.8","0.6","0.4","1.6",NULL,NULL,"13.0","-1.0"
"Guillermo Diaz","2003-04","Miami (FL)","Big East","30","840","6.3","12.8","0.493","4.6","9.1","0.505","1.7","3.6","0.461","2.6","3.7","0.701","4.1","3.1","1.9","0.4",NULL,NULL,"16.8","0.0"
"Guillermo Diaz","2004-05","Miami (FL)","ACC","29","996","7.6","16.7","0.456","5.2","10.0","0.518","2.4","6.7","0.363","3.9","5.5","0.708","5.1","3.1","1.8","0.4",NULL,NULL,"21.6","0.0"
"Guillermo Diaz","2005-06","Miami (FL)","ACC","34","1196","6.5","15.6","0.415","3.9","8.5","0.458","2.6","7.2","0.364","4.0","5.1","0.789","3.3","3.2","1.3","0.2",NULL,NULL,"19.6","0.0"
"Hassan Adams","2002-03","Arizona","Pac-10","32","572","8.3","16.9","0.490","7.8","14.5","0.536","0.5","2.4","0.206","3.4","4.3","0.787","7.7","1.3","2.9","0.6",NULL,NULL,"20.3","-0.3"
"Hassan Adams","2003-04","Arizona","Pac-10","30","915","8.7","16.1","0.542","7.1","11.8","0.600","1.7","4.3","0.384","3.4","4.6","0.733","9.6","2.1","2.0","2.0",NULL,NULL,"22.5","-0.3"
"Hassan Adams","2004-05","Arizona","Pac-10","37","1091","7.3","14.8","0.491","6.8","13.2","0.514","0.5","1.6","0.302","2.2","3.1","0.714","8.1","3.8","2.5","0.7",NULL,NULL,"17.2","-0.3"
"Hassan Adams","2005-06","Arizona","Pac-10","31","1031","9.1","19.0","0.478","8.4","16.5","0.511","0.7","2.5","0.262","2.3","3.7","0.611","6.0","3.5","3.2","0.5",NULL,NULL,"21.1","-0.3"
"Will Blalock","2003-04","Iowa State","Big 12","33","1014","3.4","8.5","0.398","2.2","5.8","0.381","1.2","2.7","0.435","1.9","2.6","0.701","3.6","5.3","2.1","0.2",NULL,NULL,"9.8","-0.2"
"Will Blalock","2004-05","Iowa State","Big 12","30","1107","4.7","11.6","0.405","3.9","8.5","0.457","0.8","3.1","0.264","3.1","3.9","0.780","3.5","5.3","2.2","0.1",NULL,NULL,"13.3","-0.2"
"Will Blalock","2005-06","Iowa State","Big 12","30","1072","6.6","14.8","0.447","4.9","10.4","0.468","1.8","4.4","0.398","2.2","3.4","0.659","3.7","6.9","2.4","0.1",NULL,NULL,"17.2","-0.2"
"Corey Brewer","2004-05","Florida","SEC","32","791","4.4","8.5","0.515","3.5","6.6","0.538","0.9","2.0","0.436","2.5","4.3","0.581","5.6","3.2","2.3","0.7",NULL,NULL,"12.2","4.1"
"Corey Brewer","2005-06","Florida","SEC","39","1095","6.2","13.3","0.468","4.7","8.9","0.527","1.5","4.4","0.350","4.0","5.2","0.769","6.8","4.7","2.2","0.6",NULL,NULL,"18.0","4.1"
"Corey Brewer","2006-07","Florida","SEC","37","1053","6.4","13.5","0.475","4.9","9.0","0.544","1.5","4.5","0.336","4.3","5.9","0.723","6.6","4.1","2.6","0.6",NULL,NULL,"18.6","4.1"
"Brandan Wright","2006-07","UNC","ACC","37","1013","9.0","13.9","0.646","9.0","13.9","0.646","0.0","0.0",NULL,"3.5","6.2","0.567","9.0","1.5","1.4","2.6",NULL,NULL,"21.5","6.1"
"Acie Law","2003-04","Texas A&M","Big 12","27","624","4.8","12.4","0.387","4.1","9.2","0.448","0.7","3.3","0.216","2.6","3.5","0.759","3.6","6.7","2.2","0.0",NULL,NULL,"12.9","-2.0"
"Acie Law","2004-05","Texas A&M","Big 12","31","941","6.0","12.1","0.493","4.8","9.0","0.531","1.2","3.1","0.384","2.7","3.7","0.716","4.6","6.5","1.4","0.0",NULL,NULL,"15.8","-2.0"
"Acie Law","2005-06","Texas A&M","Big 12","30","1042","6.7","14.9","0.448","5.3","10.6","0.496","1.4","4.3","0.330","3.7","4.9","0.764","3.9","4.6","1.9","0.0",NULL,NULL,"18.5","-2.0"
"Acie Law","2006-07","Texas A&M","Big 12","34","1153","7.5","15.0","0.500","6.2","12.1","0.510","1.3","2.9","0.458","5.0","6.4","0.778","3.9","5.9","1.4","0.0",NULL,NULL,"21.3","-2.0"
"Julian Wright","2005-06","Kansas","Big 12","33","663","7.5","13.3","0.564","7.5","13.1","0.571","0.0","0.2","0.000","2.1","3.7","0.548","9.2","3.6","1.9","2.5",NULL,NULL,"17.0","0.5"
"Julian Wright","2006-07","Kansas","Big 12","38","1048","7.3","13.2","0.549","7.1","12.7","0.562","0.1","0.5","0.231","2.8","4.5","0.613","11.4","3.1","2.1","1.9",NULL,NULL,"17.4","0.5"
"Al Thornton","2003-04","Florida State","ACC","30","238","5.0","9.7","0.517","4.5","8.6","0.529","0.5","1.2","0.429","3.5","7.1","0.500","9.1","1.0","1.2","1.2",NULL,NULL,"14.1","-3.1"
"Al Thornton","2004-05","Florida State","ACC","29","522","7.7","14.3","0.543","7.4","13.2","0.564","0.3","1.1","0.286","4.4","8.1","0.538","9.8","1.5","1.1","1.4",NULL,NULL,"20.2","-3.1"
"Al Thornton","2005-06","Florida State","ACC","30","871","7.9","15.2","0.518","6.9","13.2","0.524","0.9","1.9","0.476","5.6","7.5","0.744","9.6","1.7","1.3","0.4",NULL,NULL,"22.2","-3.1"
"Al Thornton","2006-07","Florida State","ACC","35","1092","8.9","16.8","0.530","7.6","13.9","0.549","1.3","3.0","0.444","6.1","7.7","0.790","9.2","0.9","1.9","1.5",NULL,NULL,"25.3","-3.1"
"Rodney Stuckey","2005-06","Eastern Washington","Big Sky","30","990","10.1","20.6","0.490","7.9","14.6","0.539","2.2","6.0","0.372","6.9","9.1","0.760","5.8","5.0","2.7","0.3",NULL,NULL,"29.3","2.7"
"Rodney Stuckey","2006-07","Eastern Washington","Big Sky","29","965","9.4","20.8","0.453","7.6","14.1","0.541","1.8","6.7","0.267","8.9","10.5","0.846","5.6","6.6","2.9","0.4",NULL,NULL,"29.5","2.7"
"Sean Williams","2004-05","Boston College","Big East","27","464","3.7","5.7","0.652","3.7","5.7","0.652","0.0","0.0",NULL,"2.2","4.3","0.520","8.1","1.4","0.6","5.4",NULL,NULL,"9.7","0.0"
"Sean Williams","2005-06","Boston College","ACC","27","467","2.7","5.0","0.552","2.7","5.0","0.552","0.0","0.0",NULL,"1.6","3.2","0.514","7.9","0.9","1.2","4.7",NULL,NULL,"7.1","0.0"
"Sean Williams","2006-07","Boston College","ACC","15","483","5.2","9.5","0.548","5.2","9.5","0.548","0.0","0.0",NULL,"4.6","6.6","0.700","8.6","1.5","1.7","6.2",NULL,NULL,"15.1","0.0"
"Javaris Crittenton","2006-07","Georgia Tech","ACC","32","1003","6.3","14.0","0.450","4.9","10.0","0.488","1.4","4.0","0.356","4.3","5.5","0.783","4.7","7.3","2.6","0.1",NULL,NULL,"18.3","-1.1"
"Daequan Cook","2006-07","Ohio State","Big Ten","39","770","7.3","16.5","0.445","4.5","9.7","0.465","2.8","6.8","0.415","2.4","3.4","0.697","8.7","2.1","1.5","0.5",NULL,NULL,"19.8","-2.4"
"Jared Dudley","2003-04","Boston College","Big East","34","1156","4.5","9.8","0.465","3.9","7.8","0.502","0.6","2.0","0.316","4.3","6.0","0.723","7.8","3.3","1.5","0.3",NULL,NULL,"14.0","14.8"
"Jared Dudley","2004-05","Boston College","Big East","30","1079","6.1","12.5","0.488","5.0","9.2","0.544","1.1","3.3","0.333","5.0","6.6","0.754","8.3","3.5","1.8","0.3",NULL,NULL,"18.4","14.8"
"Jared Dudley","2005-06","Boston College","ACC","36","1340","5.9","12.0","0.494","4.9","9.2","0.537","1.0","2.8","0.351","5.1","7.2","0.710","7.1","3.4","1.2","0.4",NULL,NULL,"17.9","14.8"
"Jared Dudley","2006-07","Boston College","ACC","30","1152","6.8","12.0","0.562","5.4","9.0","0.602","1.4","3.1","0.443","4.9","6.6","0.743","8.6","3.1","1.5","0.3",NULL,NULL,"19.8","14.8"
"Morris Almond","2003-04","Rice","WAC","30","299","7.5","16.5","0.455","6.2","11.6","0.529","1.3","4.8","0.278","3.1","3.9","0.793","4.0","2.3","0.9","1.5",NULL,NULL,"19.4","-0.4"
"Morris Almond","2004-05","Rice","WAC","31","1006","3.3","6.4","0.525","2.6","4.8","0.545","0.7","1.6","0.462","1.5","1.9","0.809","2.6","1.3","0.2","0.4",NULL,NULL,"8.9","-0.4"
"Morris Almond","2005-06","Rice","CUSA","28","905","9.9","19.8","0.500","7.8","15.0","0.518","2.1","4.8","0.444","5.1","6.5","0.795","5.0","1.4","1.7","0.8",NULL,NULL,"27.0","-0.4"
"Morris Almond","2006-07","Rice","CUSA","32","1069","9.8","20.4","0.483","7.0","14.0","0.496","2.9","6.3","0.456","9.0","10.7","0.846","7.9","1.4","1.4","0.9",NULL,NULL,"31.6","-0.4"
"Aaron Brooks","2003-04","Oregon","Pac-10","21","541","3.4","9.2","0.371","1.3","3.5","0.375","2.1","5.6","0.368","1.9","2.4","0.788","3.7","4.1","1.3","0.1",NULL,NULL,"10.8","0.9"
"Aaron Brooks","2004-05","Oregon","Pac-10","27","893","5.6","13.2","0.429","3.3","6.9","0.481","2.3","6.3","0.371","4.2","4.9","0.855","3.9","5.6","1.2","0.2",NULL,NULL,"17.8","0.9"
"Aaron Brooks","2005-06","Oregon","Pac-10","32","1036","4.4","10.9","0.406","2.7","5.8","0.470","1.7","5.2","0.336","2.7","3.4","0.807","4.2","5.4","1.4","0.2",NULL,NULL,"13.4","0.9"
"Aaron Brooks","2006-07","Oregon","Pac-10","35","1289","6.6","14.4","0.460","4.1","8.2","0.502","2.5","6.1","0.404","3.6","4.2","0.846","4.6","4.6","1.5","0.2",NULL,NULL,"19.3","0.9"
"Alando Tucker","2002-03","Wisconsin","Big Ten","32","1016","5.5","10.3","0.533","4.8","8.0","0.596","0.7","2.3","0.310","3.5","5.1","0.685","7.4","1.3","1.1","0.4",NULL,NULL,"15.2","-0.5"
"Alando Tucker","2004-05","Wisconsin","Big Ten","31","983","6.6","13.6","0.485","5.7","10.6","0.533","0.9","3.0","0.315","5.1","7.4","0.683","7.7","2.1","0.9","0.1",NULL,NULL,"19.2","-0.5"
"Alando Tucker","2005-06","Wisconsin","Big Ten","31","1034","8.6","19.0","0.453","7.9","16.3","0.486","0.7","2.6","0.250","4.9","9.0","0.545","6.8","2.1","0.7","0.3",NULL,NULL,"22.7","-0.5"
"Alando Tucker","2006-07","Wisconsin","Big Ten","36","1181","8.7","18.5","0.470","7.3","14.3","0.512","1.4","4.2","0.325","5.6","8.4","0.659","6.6","2.5","1.1","0.3",NULL,NULL,"24.3","-0.5"
"Carl Landry","2004-05","Purdue","Big Ten","25","757","8.5","13.7","0.618","8.2","12.7","0.647","0.2","1.0","0.222","7.0","10.3","0.677","9.4","1.6","1.1","1.0",NULL,NULL,"24.1","2.6"
"Carl Landry","2006-07","Purdue","Big Ten","34","1035","8.5","14.2","0.597","8.3","13.4","0.618","0.2","0.7","0.211","7.8","10.7","0.726","9.6","1.6","1.5","1.2",NULL,NULL,"24.9","2.6"
"Gabe Pruitt","2004-05","USC","Pac-10","29","870","5.7","11.7","0.486","2.8","5.3","0.530","2.9","6.4","0.450","2.1","2.9","0.703","3.4","4.2","2.6","0.1",NULL,NULL,"16.4","-0.1"
"Gabe Pruitt","2005-06","USC","Pac-10","25","859","6.1","14.5","0.417","2.9","6.2","0.466","3.2","8.3","0.380","4.4","5.4","0.803","4.7","3.6","2.6","0.3",NULL,NULL,"19.7","-0.1"
"Gabe Pruitt","2006-07","USC","Pac-10","26","861","4.8","11.6","0.416","2.6","5.2","0.496","2.2","6.4","0.350","3.2","3.9","0.800","3.4","5.2","2.2","0.3",NULL,NULL,"15.1","-0.1"
"Marcus Williams","2005-06","Arizona","Pac-10","33","952","6.7","14.7","0.453","5.4","11.8","0.457","1.3","2.9","0.435","3.4","4.7","0.726","6.5","2.6","1.3","0.8",NULL,NULL,"18.1","-0.1"
"Marcus Williams","2006-07","Arizona","Pac-10","30","987","7.9","16.1","0.494","7.0","12.8","0.546","0.9","3.2","0.288","3.3","4.8","0.695","8.1","2.7","1.3","0.9",NULL,NULL,"20.1","-0.1"
"Nick Fazekas","2003-04","Nevada","WAC","34","915","7.1","13.4","0.528","6.0","10.5","0.575","1.0","2.9","0.358","3.5","4.6","0.771","11.2","0.7","0.8","1.9",NULL,NULL,"18.8","0.1"
"Nick Fazekas","2004-05","Nevada","WAC","32","1009","8.8","17.6","0.502","7.5","13.6","0.554","1.3","4.0","0.327","7.3","9.2","0.789","11.9","1.2","0.8","2.0",NULL,NULL,"26.2","0.1"
"Nick Fazekas","2005-06","Nevada","WAC","33","1051","10.2","19.3","0.529","9.0","15.2","0.593","1.2","4.1","0.290","5.9","6.9","0.846","13.0","2.6","1.4","1.9",NULL,NULL,"27.4","0.1"
"Nick Fazekas","2006-07","Nevada","WAC","32","969","10.2","18.0","0.568","9.1","15.4","0.591","1.2","2.7","0.431","5.3","6.2","0.848","14.6","2.3","1.0","2.0",NULL,NULL,"26.9","0.1"
"Glen Davis","2004-05","LSU","SEC","30","876","6.3","12.3","0.513","6.2","11.7","0.525","0.1","0.5","0.250","5.8","8.3","0.698","12.0","1.4","1.3","1.9",NULL,NULL,"18.5","-0.8"
"Glen Davis","2005-06","LSU","SEC","36","1144","8.7","17.7","0.495","8.5","16.9","0.506","0.2","0.8","0.261","5.7","8.4","0.676","12.2","1.7","1.6","1.4",NULL,NULL,"23.4","-0.8"
"Glen Davis","2006-07","LSU","SEC","29","1016","7.0","14.5","0.484","6.3","12.6","0.505","0.7","1.9","0.347","5.5","7.7","0.713","11.9","2.6","1.3","1.1",NULL,NULL,"20.2","-0.8"
"Jermareo Davidson","2003-04","Alabama","SEC","33","766","3.5","7.4","0.472","3.5","7.4","0.472","0.0","0.0",NULL,"1.6","2.7","0.577","7.5","0.8","0.4","2.4",NULL,NULL,"8.6","-0.6"
"Jermareo Davidson","2004-05","Alabama","SEC","32","829","4.3","7.5","0.577","4.3","7.5","0.577","0.0","0.0",NULL,"3.0","4.6","0.656","12.2","1.4","0.5","2.3",NULL,NULL,"11.7","-0.6"
"Jermareo Davidson","2005-06","Alabama","SEC","31","1048","6.4","13.4","0.477","6.4","13.3","0.481","0.0","0.1","0.000","4.0","5.4","0.746","10.5","1.5","1.0","2.2",NULL,NULL,"16.9","-0.6"
"Jermareo Davidson","2006-07","Alabama","SEC","30","968","6.2","15.1","0.407","6.0","14.5","0.414","0.2","0.7","0.250","4.8","6.2","0.775","10.2","1.8","1.0","2.9",NULL,NULL,"17.3","-0.6"
"Josh McRoberts","2005-06","Duke","ACC","36","883","5.2","8.6","0.605","5.0","8.0","0.621","0.2","0.6","0.385","3.5","5.3","0.664","8.6","2.4","1.9","2.1",NULL,NULL,"14.1","6.2"
"Josh McRoberts","2006-07","Duke","ACC","33","1164","5.6","11.2","0.502","5.5","10.4","0.523","0.2","0.8","0.217","3.3","5.0","0.664","8.9","3.9","1.3","2.8",NULL,NULL,"14.8","6.2"
"Chris Richard","2003-04","Florida","SEC","30","391","4.7","7.8","0.605","4.7","7.8","0.605","0.0","0.0",NULL,"2.1","3.9","0.553","8.0","0.3","0.8","1.3",NULL,NULL,"11.6","-0.3"
"Chris Richard","2004-05","Florida","SEC","32","396","4.5","7.4","0.616","4.5","7.4","0.616","0.0","0.0",NULL,"1.4","2.3","0.609","8.1","1.0","1.3","2.0",NULL,NULL,"10.5","-0.3"
"Chris Richard","2005-06","Florida","SEC","39","681","5.7","8.2","0.698","5.7","8.2","0.698","0.0","0.0",NULL,"2.2","3.2","0.704","8.2","1.1","0.8","0.8",NULL,NULL,"13.6","-0.3"
"Chris Richard","2006-07","Florida","SEC","40","735","5.3","7.7","0.690","5.3","7.7","0.690","0.0","0.0",NULL,"2.8","4.5","0.627","8.0","0.9","0.7","0.7",NULL,NULL,"13.5","-0.3"
"Stephane Lasme","2003-04","UMass","A-10","29","386","4.0","7.5","0.542","4.0","7.5","0.542","0.0","0.0",NULL,"1.6","3.5","0.441","10.4","1.1","1.0","5.3",NULL,NULL,"9.6","-0.1"
"Stephane Lasme","2004-05","UMass","A-10","28","649","4.0","7.0","0.570","4.0","7.0","0.570","0.0","0.0",NULL,"2.9","4.1","0.701","9.1","2.0","1.7","4.4",NULL,NULL,"10.9","-0.1"
"Stephane Lasme","2005-06","UMass","A-10","28","816","5.3","8.8","0.609","5.3","8.8","0.609","0.0","0.0",NULL,"3.7","5.9","0.628","9.6","1.5","1.0","5.3",NULL,NULL,"14.4","-0.1"
"Stephane Lasme","2006-07","UMass","A-10","33","1010","6.5","10.7","0.611","6.5","10.7","0.611","0.0","0.0",NULL,"4.6","7.4","0.622","12.5","1.1","1.1","6.7",NULL,NULL,"17.7","-0.1"
"Dominic McGuire","2003-04","University of California","Pac-10","26","409","4.5","11.6","0.387","4.2","9.5","0.443","0.3","2.2","0.136","1.6","3.7","0.421","8.6","2.1","1.1","2.2",NULL,NULL,"10.9","0.6"
"Dominic McGuire","2004-05","University of California","Pac-10","28","690","4.9","9.9","0.497","4.9","9.6","0.509","0.1","0.3","0.167","1.8","3.2","0.554","8.0","2.7","0.9","1.8",NULL,NULL,"11.7","0.6"
