Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"David Lee","2002-03","Florida","SEC","33","866","6.9","10.6","0.648","6.9","10.6","0.648","0.0","0.0",NULL,"3.4","5.4","0.624","10.3","2.8","1.1","2.2",NULL,NULL,"17.1","22.3"
"David Lee","2003-04","Florida","SEC","31","851","7.1","12.0","0.588","7.1","11.9","0.593","0.0","0.1","0.000","5.3","6.8","0.772","10.0","4.1","1.6","0.8",NULL,NULL,"19.4","22.3"
"David Lee","2004-05","Florida","SEC","32","897","7.1","13.6","0.525","7.1","13.4","0.532","0.0","0.2","0.000","5.1","7.2","0.714","12.8","3.1","1.5","1.1",NULL,NULL,"19.4","22.3"
"Channing Frye","2001-02","Arizona","Pac-10","34","814","6.0","10.1","0.595","6.0","10.1","0.595","0.0","0.0",NULL,"3.9","5.4","0.727","10.5","1.2","0.8","2.5",NULL,NULL,"15.9","9.1"
"Channing Frye","2002-03","Arizona","Pac-10","32","814","8.1","14.3","0.569","8.1","14.2","0.571","0.0","0.0","0.000","3.6","5.4","0.664","12.6","1.1","0.9","2.9",NULL,NULL,"19.8","9.1"
"Channing Frye","2003-04","Arizona","Pac-10","30","910","8.5","15.5","0.548","8.4","15.3","0.548","0.1","0.2","0.600","3.9","5.0","0.788","9.8","2.5","0.7","2.8",NULL,NULL,"21.0","9.1"
"Channing Frye","2004-05","Arizona","Pac-10","37","1148","7.9","14.3","0.554","7.8","13.7","0.570","0.1","0.6","0.176","4.4","5.3","0.830","9.8","2.5","1.2","3.0",NULL,NULL,"20.3","9.1"
"LaMarcus Aldridge","2004-05","Texas","Big 12","16","355","6.4","9.7","0.663","6.4","9.7","0.663","0.0","0.0",NULL,"5.0","7.5","0.657","10.7","1.6","1.9","2.7",NULL,NULL,"17.8","22.5"
"LaMarcus Aldridge","2005-06","Texas","Big 12","37","1247","7.0","12.3","0.569","7.0","12.3","0.569","0.0","0.0",NULL,"3.8","5.8","0.646","10.9","0.6","1.6","2.3",NULL,NULL,"17.8","22.5"
"Adam Morrison","2003-04","Gonzaga","WCC","31","644","8.5","16.0","0.531","7.5","12.5","0.594","1.1","3.5","0.304","3.8","5.2","0.726","8.2","2.7","0.7","0.6",NULL,NULL,"21.9","-2.9"
"Adam Morrison","2004-05","Gonzaga","WCC","31","1059","8.5","17.1","0.498","7.1","12.7","0.564","1.4","4.5","0.311","3.8","5.0","0.758","6.5","3.3","0.7","0.5",NULL,NULL,"22.2","-2.9"
"Adam Morrison","2005-06","Gonzaga","WCC","33","1205","10.2","20.5","0.496","7.7","14.7","0.523","2.5","5.7","0.428","8.0","10.3","0.772","6.0","1.9","1.2","0.4",NULL,NULL,"30.7","-2.9"
"Tyrus Thomas","2005-06","LSU","SEC","32","829","7.3","12.1","0.608","7.3","12.0","0.606","0.0","0.0","1.000","4.3","6.6","0.657","14.2","2.0","1.6","4.8",NULL,NULL,"19.1","1.7"
"Shelden Williams","2002-03","Duke","ACC","33","633","6.0","11.6","0.516","6.0","11.6","0.519","0.0","0.1","0.000","5.1","7.8","0.645","12.3","0.9","1.5","3.3",NULL,NULL,"17.1","-1.2"
"Shelden Williams","2003-04","Duke","ACC","37","963","6.8","11.6","0.586","6.7","11.4","0.589","0.1","0.2","0.400","5.7","8.3","0.690","13.0","1.4","1.5","4.6",NULL,NULL,"19.4","-1.2"
"Shelden Williams","2004-05","Duke","ACC","33","1109","6.9","11.8","0.582","6.9","11.8","0.582","0.0","0.0",NULL,"4.7","7.1","0.662","13.3","1.1","1.5","4.4",NULL,NULL,"18.5","-1.2"
"Shelden Williams","2005-06","Duke","ACC","36","1198","7.9","13.7","0.578","7.8","13.5","0.582","0.1","0.2","0.333","6.7","9.0","0.744","12.8","1.3","2.0","4.6",NULL,NULL,"22.6","-1.2"
"Brandon Roy","2002-03","Washington","Pac-10","13","224","5.4","10.7","0.500","5.2","8.9","0.580","0.2","1.8","0.100","3.2","6.6","0.486","6.8","2.3","0.7","0.5",NULL,NULL,"14.1","15.2"
"Brandon Roy","2003-04","Washington","Pac-10","31","938","6.1","12.8","0.480","5.9","11.6","0.505","0.3","1.2","0.222","4.5","5.8","0.785","7.0","4.3","1.6","0.5",NULL,NULL,"17.1","15.2"
"Brandon Roy","2004-05","Washington","Pac-10","26","629","8.3","14.8","0.565","7.9","13.5","0.585","0.4","1.3","0.350","4.0","5.4","0.741","8.2","3.7","1.0","0.6",NULL,NULL,"21.1","15.2"
"Brandon Roy","2005-06","Washington","Pac-10","33","1046","8.7","17.2","0.508","7.2","13.5","0.537","1.5","3.7","0.402","6.5","8.1","0.810","7.1","5.2","1.8","1.0",NULL,NULL,"25.5","15.2"
"Rudy Gay","2004-05","UConn","Big East","31","893","5.9","12.8","0.462","4.7","10.1","0.460","1.3","2.7","0.467","3.4","4.7","0.708","7.5","2.2","1.1","2.6",NULL,NULL,"16.4","16.8"
"Rudy Gay","2005-06","UConn","Big East","33","1015","7.4","16.0","0.461","6.3","12.5","0.500","1.1","3.5","0.318","4.0","5.4","0.732","8.3","2.7","2.3","2.0",NULL,NULL,"19.8","16.8"
"JJ Redick","2002-03","Duke","ACC","33","1013","5.9","14.3","0.413","2.1","4.9","0.439","3.8","9.4","0.399","4.0","4.4","0.919","3.2","2.6","1.5","0.1",NULL,NULL,"19.5","9.2"
"JJ Redick","2003-04","Duke","ACC","37","1152","6.0","14.1","0.423","2.4","5.2","0.470","3.5","9.0","0.395","5.0","5.2","0.953","4.0","2.0","0.9","0.1",NULL,NULL,"20.5","9.2"
"JJ Redick","2004-05","Duke","ACC","33","1231","6.6","16.1","0.408","2.6","6.3","0.415","3.9","9.7","0.403","6.4","6.8","0.938","3.5","2.8","1.1","0.1",NULL,NULL,"23.4","9.2"
"JJ Redick","2005-06","Duke","ACC","36","1336","9.0","19.3","0.470","4.9","9.4","0.521","4.2","9.9","0.421","6.6","7.7","0.863","2.1","2.8","1.6","0.1",NULL,NULL,"28.9","9.2"
"Rajon Rondo","2004-05","Kentucky","SEC","34","854","4.8","9.4","0.510","4.3","7.8","0.551","0.5","1.5","0.303","2.8","4.8","0.583","4.5","5.5","4.1","0.4",NULL,NULL,"12.8","22.0"
"Rajon Rondo","2005-06","Kentucky","SEC","34","1054","5.6","11.6","0.482","4.9","9.1","0.540","0.7","2.5","0.273","2.6","4.5","0.571","7.9","6.3","2.6","0.2",NULL,NULL,"14.4","22.0"
"Kyle Lowry","2004-05","Villanova","Big East","24","557","4.6","10.9","0.421","4.2","9.3","0.454","0.4","1.6","0.227","3.4","5.3","0.635","5.5","3.5","2.2","0.4",NULL,NULL,"12.9","31.5"
"Kyle Lowry","2005-06","Villanova","Big East","33","967","4.8","10.4","0.466","4.5","9.6","0.468","0.3","0.7","0.444","5.0","6.4","0.786","5.9","5.0","3.2","0.3",NULL,NULL,"15.0","31.5"
"Paul Millsap","2003-04","Louisiana Tech","WAC","30","1053","6.6","11.3","0.587","6.6","11.3","0.586","0.0","0.0","1.000","4.4","6.9","0.641","14.2","0.8","1.0","2.0",NULL,NULL,"17.7","33.5"
"Paul Millsap","2004-05","Louisiana Tech","WAC","29","1061","8.5","14.7","0.575","8.5","14.7","0.577","0.0","0.0","0.000","5.4","9.0","0.601","13.6","1.1","1.2","2.1",NULL,NULL,"22.4","33.5"
"Paul Millsap","2005-06","Louisiana Tech","WAC","33","1126","9.2","16.1","0.571","9.0","15.6","0.578","0.2","0.5","0.357","4.5","7.2","0.623","15.6","1.3","2.2","2.7",NULL,NULL,"23.0","33.5"
"Greg Oden","2006-07","Ohio State","Big Ten","32","925","8.2","13.3","0.616","8.2","13.3","0.616","0.0","0.0",NULL,"5.3","8.5","0.628","13.2","0.9","0.8","4.5",NULL,NULL,"21.7","1.6"
"Kevin Durant","2006-07","Texas","Big 12","35","1255","9.8","20.6","0.473","7.1","14.2","0.505","2.6","6.5","0.404","6.7","8.2","0.816","12.4","1.5","2.1","2.1",NULL,NULL,"28.8","47.0"
"Al Horford","2004-05","Florida","SEC","32","730","3.3","7.0","0.480","3.3","7.0","0.480","0.0","0.0",NULL,"3.1","5.4","0.582","11.5","1.5","1.4","2.8",NULL,NULL,"9.8","27.2"
"Al Horford","2005-06","Florida","SEC","39","1011","7.0","11.5","0.608","7.0","11.4","0.612","0.0","0.1","0.000","3.5","5.7","0.611","11.7","3.0","1.6","2.7",NULL,NULL,"17.5","27.2"
"Al Horford","2006-07","Florida","SEC","38","1057","7.0","11.6","0.608","7.0","11.5","0.612","0.0","0.1","0.000","4.9","7.6","0.644","13.6","3.1","1.1","2.6",NULL,NULL,"19.0","27.2"
"Mike Conley","2006-07","Ohio State","Big Ten","39","1231","5.2","10.0","0.518","4.5","7.8","0.579","0.7","2.2","0.304","3.2","4.7","0.694","4.4","7.7","2.8","0.3",NULL,NULL,"14.3","22.5"
"Jeff Green","2004-05","Georgetown","Big East","32","1083","5.4","10.7","0.502","4.5","8.5","0.528","0.9","2.2","0.400","3.8","5.4","0.699","7.8","3.4","1.1","1.9",NULL,NULL,"15.4","3.9"
"Jeff Green","2005-06","Georgetown","Big East","33","1073","5.3","12.0","0.445","4.2","8.5","0.498","1.1","3.4","0.315","2.9","4.7","0.624","8.1","4.0","1.2","1.2",NULL,NULL,"14.7","3.9"
"Jeff Green","2006-07","Georgetown","Big East","37","1232","6.4","12.4","0.513","5.2","9.3","0.559","1.2","3.1","0.375","3.2","4.2","0.775","7.7","3.8","1.0","1.4",NULL,NULL,"17.1","3.9"
"Joakim Noah","2004-05","Florida","SEC","29","273","5.3","8.8","0.600","5.3","8.8","0.600","0.0","0.0",NULL,"4.4","7.6","0.577","10.5","2.2","0.9","2.8",NULL,NULL,"14.9","27.8"
"Joakim Noah","2005-06","Florida","SEC","39","972","8.3","13.3","0.627","8.3","13.2","0.629","0.0","0.0","0.000","6.1","8.3","0.733","11.4","3.3","1.8","3.9",NULL,NULL,"22.7","27.8"
"Joakim Noah","2006-07","Florida","SEC","40","1034","6.7","11.0","0.607","6.7","11.0","0.606","0.0","0.0","1.000","5.1","7.7","0.663","13.0","3.5","1.7","2.8",NULL,NULL,"18.5","27.8"
"Spencer Hawes","2006-07","Washington","Pac-10","31","896","8.6","16.2","0.532","8.6","16.1","0.533","0.0","0.1","0.333","3.3","4.4","0.755","8.8","2.7","0.7","2.4",NULL,NULL,"20.6","5.0"
"Thaddeus Young","2006-07","Georgia Tech","ACC","31","917","7.7","16.1","0.478","6.0","12.1","0.498","1.7","4.1","0.419","2.3","3.1","0.743","6.6","2.7","1.7","0.5",NULL,NULL,"19.4","13.7"
"Nick Young","2004-05","USC","Pac-10","29","746","6.6","15.0","0.441","5.1","10.2","0.500","1.5","4.8","0.315","2.5","3.9","0.644","6.3","2.0","1.2","0.5",NULL,NULL,"17.2","-5.2"
"Nick Young","2005-06","USC","Pac-10","30","1017","7.5","16.1","0.467","6.6","13.4","0.494","0.9","2.7","0.333","4.4","5.5","0.801","7.8","1.9","1.2","0.3",NULL,NULL,"20.4","-5.2"
"Nick Young","2006-07","USC","Pac-10","37","1227","7.8","14.8","0.525","6.4","11.6","0.549","1.4","3.3","0.440","4.1","5.2","0.786","5.6","1.6","0.9","0.3",NULL,NULL,"21.1","-5.2"
"Jason Smith","2004-05","Colorado State","MWC","26","635","6.5","11.7","0.554","6.3","11.0","0.575","0.2","0.8","0.250","4.1","6.0","0.684","9.6","2.8","0.7","2.3",NULL,NULL,"17.3","-1.2"
"Jason Smith","2005-06","Colorado State","MWC","31","889","8.0","15.5","0.517","7.8","15.0","0.520","0.2","0.5","0.455","6.4","8.4","0.763","10.2","3.1","0.9","3.0",NULL,NULL,"22.6","-1.2"
"Jason Smith","2006-07","Colorado State","MWC","30","905","7.7","13.3","0.579","7.7","13.2","0.585","0.0","0.1","0.000","6.8","8.8","0.770","13.4","2.6","0.7","2.1",NULL,NULL,"22.3","-1.2"
"Wilson Chandler","2005-06","DePaul","Big East","25","756","5.6","12.8","0.436","5.1","10.7","0.478","0.4","2.0","0.211","2.4","3.7","0.667","9.6","1.3","1.0","2.1",NULL,NULL,"14.0","5.2"
"Wilson Chandler","2006-07","DePaul","Big East","34","1078","7.2","16.0","0.450","5.8","11.7","0.494","1.4","4.3","0.333","2.6","4.0","0.654","8.7","1.8","0.8","1.7",NULL,NULL,"18.4","5.2"
"Arron Afflalo","2004-05","UCLA","Pac-10","29","907","4.7","10.6","0.442","3.0","6.1","0.482","1.7","4.5","0.386","2.8","3.9","0.708","4.3","2.8","0.8","0.3",NULL,NULL,"13.8","5.2"
"Arron Afflalo","2005-06","UCLA","Pac-10","39","1303","6.2","13.5","0.462","3.7","6.5","0.566","2.5","7.0","0.366","4.0","4.9","0.806","5.0","2.1","0.7","0.2",NULL,NULL,"19.0","5.2"
"Arron Afflalo","2006-07","UCLA","Pac-10","36","1186","7.1","15.4","0.461","4.1","7.6","0.549","2.9","7.8","0.375","3.4","4.2","0.802","3.3","2.4","0.7","0.3",NULL,NULL,"20.5","5.2"
"Derrick Rose","2007-08","Memphis","CUSA","40","1168","7.1","14.9","0.477","5.9","11.4","0.521","1.2","3.6","0.337","5.0","7.0","0.712","6.2","6.5","1.6","0.5","3.7",NULL,"20.4","10.6"
"Michael Beasley","2007-08","Kansas State","Big 12","33","1041","11.8","22.2","0.532","10.4","18.5","0.562","1.4","3.7","0.379","8.3","10.7","0.774","15.7","1.5","1.6","2.1","3.7",NULL,"33.3","-4.4"
"OJ Mayo","2007-08","USC","Pac-10","33","1216","7.8","17.6","0.442","4.9","10.6","0.464","2.9","7.1","0.409","4.0","5.0","0.803","4.9","3.6","1.7","0.4","3.8",NULL,"22.5","5.1"
"Russell Westbrook","2006-07","UCLA","Pac-10","36","325","5.9","12.9","0.457","4.8","10.2","0.470","1.1","2.7","0.409","2.1","3.8","0.548","3.4","3.0","1.7","0.1",NULL,NULL,"15.0","48.5"
"Russell Westbrook","2007-08","UCLA","Pac-10","39","1318","5.5","11.9","0.465","4.7","9.5","0.497","0.8","2.3","0.338","3.2","4.6","0.713","4.6","5.1","1.9","0.2","2.9",NULL,"15.1","48.5"
"Kevin Love","2007-08","UCLA","Pac-10","39","1156","7.9","14.0","0.559","6.9","11.2","0.611","1.0","2.8","0.354","6.9","8.9","0.767","14.4","2.6","0.9","1.9","2.7",NULL,"23.6","23.5"
"Eric Gordon","2007-08","Indiana","Big Ten","32","1110","6.6","15.3","0.433","4.1","7.8","0.525","2.5","7.5","0.337","8.3","10.0","0.834","3.7","2.8","1.5","0.7","4.1",NULL,"24.1","5.7"
"Brook Lopez","2006-07","Stanford","Pac-10","26","654","8.6","17.2","0.496","8.4","16.3","0.513","0.2","0.9","0.200","2.8","4.0","0.692","9.5","1.2","0.7","2.8",NULL,NULL,"20.1","13.2"
"Brook Lopez","2007-08","Stanford","Pac-10","27","831","8.9","18.9","0.468","8.9","18.6","0.475","0.0","0.3","0.000","7.4","9.3","0.789","10.6","1.8","0.8","2.7","2.8",NULL,"25.1","13.2"
"Jerryd Bayless","2007-08","Arizona","Pac-10","30","1072","6.5","14.1","0.458","4.3","8.7","0.489","2.2","5.4","0.407","7.0","8.3","0.839","3.1","4.5","1.1","0.1","3.3",NULL,"22.1","0.7"
"Roy Hibbert","2004-05","Georgetown","Big East","32","507","4.7","10.1","0.469","4.7","10.1","0.469","0.0","0.0",NULL,"3.4","5.1","0.662","8.8","2.4","0.9","3.2",NULL,NULL,"12.9","9.1"
"Roy Hibbert","2005-06","Georgetown","Big East","33","793","7.5","12.7","0.590","7.5","12.7","0.590","0.0","0.0",NULL,"4.3","6.0","0.723","11.5","2.2","0.4","2.7",NULL,NULL,"19.3","9.1"
"Roy Hibbert","2006-07","Georgetown","Big East","37","975","7.6","11.4","0.671","7.6","11.4","0.671","0.0","0.0",NULL,"4.3","6.3","0.686","10.4","1.6","0.7","3.7",NULL,NULL,"19.6","9.1"
